,Unnamed: 0,Star,Comment,adtext
215,215,1,看到他们我就开心 漫威脑残十级粉 亮点太多啊 奥创和幻视都有种奇特的萌感 绿巨人的温柔虽然有些奇怪 但就不和他计较了 如果是诺顿演的我就可以接受 泥洉了 灭霸的未来好忙啊 又要应付银河护卫队又要打击复仇者联盟 果然是称霸宇宙的霸道总裁啊 要挺住哦 周末将二刷 喵,龛dao他們我就开xin 氵曼诿脑残十ji粉 亮点太多啊 奥创和幻视都有种奇特的萌感 绿巨人的温柔虽然有些奇怪 但就不和他计较了 如果是诺顿演的我就可以<接/受 泥洉*了 灭<霸*的未<来<好>忙%啊 又^要|应*付!银-河!护%卫队<又^要|打击复仇者联盟 果然是称霸*宇宙的霸*道总裁啊 要|挺住哦 周末将二刷 喵
216,216,1,Couldn t be better,Co>uldn t be better
217,217,1,一个过分自信而作死写出了bug程序的土豪程序员连累同事加班补漏洞的故事,yi个过分自悻而作歹匕写出了bug程糈的土hao程糈员>连累同事加班补漏洞的故事
218,218,1,打戏酣畅淋漓 笑点多 求求你们让话痨把话说完啊 大家都超有爱 被JS的声音苏到不行 奥创粉 铁人跟奥创这对父子不考虑一起说相声吗 尾灯的节奏拿得好 有两处混战时用的慢镜头镜头简直不要太赞,打戏酯chang氵林氵离 xiao卢duo 秋秋你&men让#话>痨*把+话>说完@啊* 大$家都超有爱 被JS的声音苏到不行 奥创粉 铁人跟奥创这对父子不考虑一起说相声吗 尾@灯的节奏拿得好 有两处混战时用的慢镜头镜头简直不要太赞
219,219,1,最后片尾是在卖玉质手办吗,zui後片wei是在卖玉质手办吗
224,224,1,钢铁侠全程OST 寒叶飘逸 洒满我的脸 吾儿叛逆伤透我的心 你讲的话像是冰锥刺入我心底 爸爸真的很受伤,钢铁侠全程OST 寒叶飘逸 洒man我的脸 吾<儿叛逆伤透我的心 你讲的话/像#是-冰|锥<刺入$我心底 爸爸真的很受/伤
228,228,1,秀贤像周丽淇 个高口语棒就没什么违和 再生摇篮的设定在哪部里见过 不记得是不是时间规划局 奥创不就是黑化的Lucy吗 雷神的锤子haha绝育那个想到赤裸特工里统一被侵犯的意义也不只是失去初夜并训练性经历吧 韩国那个点手指在KMHM里也见过 寡姐滴滴滴口动机车警报萌 兄妹萌 狗也上了救生艇啊赞,xiu贤>像绉怩淇 个高口语!绊就没什么辶韦帕 忖生摇-篮|的设定在哪部里见过 不记得是不是时间规划局 奥创不就是黑化的Lucy吗 雷神的锤子haha绝育那个想到赤裸特工|里统一/被+侵犯的意义也不只%是失>去*初^夜%并^训@练$性-经!历^吧> 韩国那个点手指在KMHM里也见过 寡姐滴滴滴口动机车警报萌 兄妹萌 狗也上了救生艇啊赞
230,230,1,堂堂奥创 居然被这么几个复仇者击败 回想起漫画的奥创纪元里 多超级英雄一起上都挡不住奥创大军 真是糟蹋了这个反派,堂堂奥创 居然被这么几个復仇者丨败 囗想起man画的奥创纪^元里 多超级<英&雄+一+起上+都挡=不住奥创大军 真是糟蹋了这个反派
231,231,1,除了奥创有点话话唠和不正经之外 其他都挺好的 幻视和超人穿的是同款紧身衣吗,除了奥创有点话话唠和不正经之外 其#他/者阝tinghao的 幻视和超人穿的是同款紧身^衣<吗
249,249,1,面面俱到 出场人物太多了 没第一部好看了,面面俱#dao 出场人物太duo了 没第&一部好看了
256,256,1,复仇者大换血,复仇者大换xue
261,261,1,没有看睡着应该是我对此类电影最高的评价,没+有看目垂着应该是我对此类%电影最gao的评价
263,263,1,快闪哥 灵魂姐 弓箭哥都来了 整了一个 我 机器人 的情节 然后还造了一个搬动锤哥大锤子的机器人 这整个世界格局都变了,快闪哥 灵魂女且 弓箭哥都来了 整了一个 我 机器人+ 的情节- 然|后>还@造#了一个搬#动锤%哥大锤%子的机器人+ 这整个世界格局都变了
264,264,1,nan,nan
266,266,1,这类电影始终看的不是剧情 不可否认有人看的是炫酷的动作特效 但是我相信大多数人是冲着颜值爆表的卡司们去的 队长的胸器 雷神的二头肌 黑寡妇的妙姿 钢铁侠的幽默感 这些诱惑力比他们的超能力还要有杀伤力 纵使被虐得皮开肉绽也心甘情愿,这类电ying始zhong看的不是剧情 不可|否认@有人看的是炫酷|的动作特效 但是我相信大多数人是冲着颜值爆表的卡司们去的 队长的胸器 雷神的二头肌 黑寡^妇@的妙%姿& 钢!铁@侠^的幽$默#感^ 这些-诱#惑^力/比他-们的超能力/还要有杀伤力/ 纵使被虐得皮开肉绽也心甘情愿
267,267,1,我以为寡姐和鹰眼是一对的,wo以为寡女且和鹰眼是一对的
276,276,1,拆散我鹰眼和寡姐 哼 听力不及格 已经不记得看过什么 但小细节承接第一部笑点十足,扌斥散wo鹰眼和寡秸 哼 聽力不及格 已经不记得看过什么 但小细节承+接$第一%部笑点十足^
277,277,1,时隔三年再见复仇者的小伙伴们 精彩程度比上部高 对每位成员的幻象呈现很吸引人 但是剪辑太乱 叙述不平衡 大战内容太赶而剧情戏描述太长 寡姐和绿胖的感情戏怎么来得如此出乎意料 快银这酱油也太 幻视雕饰般高大健硕的身材看得我流口水 妇联逐渐壮大 坐等和灭霸开打,时隔三年再见复仇者的小伙伴们 精彩程度比上部高 对每位成员的幻象呈现很吸引人 但是剪辑太乱 叙述不平衡 大战内容太赶而^剧情戏@描$述太长/ 寡#姐^和|绿=胖^的感-情戏@怎+么/来-得>如<此#出&乎*意%料^ 快=银$这%酱*油$也%太 幻视雕饰般高大健硕的身材看得>我流口水 妇联逐渐壮大 坐等和|灭霸开打
278,278,1,直觉上少一分第一部的惊喜 但剧作上维持相当成熟的好莱坞高水准 角色之间的配合度更加有机契合 另有关于个别角色的深度挖掘 总之是一部有够好看的超级英雄群像影片,膣厥shang少#一fen第一部的惊+喜@ 但剧作shangwei耻相+当@成>熟%的好莱坞高水准 角色之间的配合度更加有机契合 另有关于个别角色的深度挖掘 总之是一部有够好看的超级英雄群像影片
279,279,1,华丽 你会掏钱看,华丽 你会掏qian看
284,284,1,感觉没第一部好看了 这部人物角色太多 面面俱到 反而没那么精彩了 有点疲劳 不过特技啥的还是很嗨 猩红女巫很漂亮的说 那个女神黑寡妇向绿巨人表白了 一直等到最后看彩蛋 结果就给了那么小的一个彩蛋,gan覺没羝一部@女子看了 zhe部@人物佼𠂊巴太多^ 面@面@俱|到 反&而没那么精彩了 有点疲劳 不过特技啥的还是很嗨 猩红女巫很漂亮的说/ 那个女神<黑=寡!妇向绿巨人表白了 一直等到最后看彩蛋 结果就给了那么小的一个彩蛋
289,289,1,所以超级英雄电影一旦开启部分暗黑模式大家就变得挑嘴了起来么 这集弱在没有一场令人印象深刻的动作场面 钢铁侠暴击绿巨人什么的逗比环节就不算了 绯红还是挺喜欢的 快银角色跟X men里那只一比也就弱掉了 _ 但还是看得蛮舒服 奥创的daddy issue设定也是醉,所以chao级英雄电影一旦开启部分暗黑模式大家就变得挑嘴了起来么 这集弱在没有一场令人印象深刻的动作场面 钢铁侠^暴击绿>巨%人什&么的逗+比#环#节=就不&算<了 绯@红@还>是+挺#喜=欢$的 快=银*角&色%跟&X m<en里那只一比#也就弱掉了 _ 但还>是+看得蛮舒服 奥创的daddy issue设定也是+醉
297,297,1,我只喜欢队长额 等美队吧 等Emily,我%只喜+huan队#长额 等美队#吧 等Emily
299,299,1,就是要给四星啊因为Thor前半段好好看快银后半段好好看猩红女巫一整部片都好好看 每次夜场走出来看到凉快的北京都心旷神怡得不行,就是要给>si星!阿因为Thor前半段好好看快银后半段好好看猩红女巫一^整部片都好好看 &每=次>夜&场$走出来看到凉+快的北京都心旷神怡得不行
302,302,1,节奏真好啊 本集最爱钢铁侠 快银 和绯红女巫 城市在飞 我们在和机器人打仗 而我还是用弓箭 我跟谁说理去 鹰眼好幽默 钢铁侠的T恤都好好看 奥创的披风也很美 斯嘉丽终于又能穿上她的隐形坡跟鞋 韩国女医生的表演很有心机嘛 imax D,节|zouzhen好口阿 本集zuiai钢铁侠 快#yin 和绯|红>女巫% 城=市在飞 我们在和机器人打仗 而我还是用弓箭 我跟谁说理去 鹰眼好幽默 钢铁侠的T恤都好好看 奥创的披风也很美 斯<嘉#丽*终*于/又+能>穿%上她的隐形坡跟鞋 韩国女医生的表演很有心机嘛 imax D
304,304,1,年吗 标记于 为一部想看的电影等上两年的光景 有种说不出来的穿越感 一颗星给拥有这样情怀的影迷 两年后你又会在哪里 系列电影难以逾越的第一部 期待甚高 线索过多 什么都想讲 但篇幅有限 剪的七零八落 新角色着笔少 老角色也无多新花样 但是看到片尾如希腊悲剧般的雕塑 想闪泪光,年+吗 标记厂 为$一部想看的电影dengshang两年+的光景@ 有种*说不出来的穿越感 一颗星给拥有这样情怀的影迷 两年+后你又会在哪里 系列电影难以逾越的第一部 期待甚高 线索过多 什<么@都/想讲! 但+篇@幅$有限# 剪&的七@零<八=落& 新$角色/着笔少 老角色/也无多新$花样 但+是看到片尾如希腊悲剧般的雕塑 想闪泪光
307,307,1,无关紧要的闲笔多了点 可是细细一想 除了这些好像别的也没剩什么了,无关緊要的闲笔多了点 母是細細一&想+ 除了这些=好像别的也没剩什么了
308,308,1,没有洛基 差评,氵殳有洛基 差评
309,309,1,女神只爱粗的大的 不爱快的 更不爱硬的 迷上猩红女巫,女神只|爱粗$的大的 bu爱快的 更bu爱ying的 迷上猩红女巫
311,311,1,打斗好多 影评待看 以加深理解,打斗好多 景彡评待看 以力口深哩解
319,319,1,二刷才入戏 肉体真美好 不喜欢盾铁哦 WHEDON真不容易 这个体量的片子放了这么情感进去 WANDA好幸福先哥哥后visio n vision和ultron的cp心碎,二耍才入戏 肉体真美好 不喜欢盾铁哦 WHEDON真不容易 这个体量的片^子放=了<这么#情%感>进+去* WA/NDA/好幸#福-先/哥哥后/visio n vision和ultron的cp心碎
323,323,1,可能是之前期待过高吧 觉得也就一般般 最后的大混战没啥精彩之处 倒是反浩克装甲和绿巨人对战蛮有意思的 感觉幻视能力有点逆天啊,可能是之前期待过高吧 觉得也就一banban 最后的大混战没啥精^彩-之处 倒!是反!浩&克|装!甲<和@绿/巨<人对战蛮有意思的 感觉幻视能力有点逆天啊
325,325,1,复联里的快银也好喜欢啊 新彩云,复联里的快银ye好喜欢a 新采云
328,328,1,托尼 测试自己的代码是懦夫的行为 奥创的台词充满了 难道这就是反派的悲命吗 的自虐式吐槽 挺心痛的XD大男孩and妹控快银真的又帅又萌啊 泪扣分点一是幻视的造型太还原漫画 在三次元电影中就显得很突兀 非常不时髦 另外导演强行凑异性恋CP 令我非常angry,托尸匕 测试自己的代码是懦夫的行为 奥创的台词充man了> 难道这就是反派的悲命吗 的自虐式吐槽 挺心痛的XD大男孩and妹控快银真的又帅又萌啊 泪*扣&分*点=一/是幻|视%的造@型@太#还>原!漫%画/ 在-三$次@元-电>影*中|就显得%很突兀 非常不时髦 另外导演强行凑异性恋CP 令我非常angry
330,330,1,虽然这个系列的漫画的电影是零星拼凑得看着的 但总体感觉还是这部挺不错的 入场时的大动作是最震撼的 后面的每个笑点不得不让人爱上stark 蛮不错的 有机会再多补补前面的系列,虽然这个系列的漫画的电影是零星拼凑得看着的 但总体感觉还是这部挺不错的 入#场|时的大$动/作$是最=震!撼-的 后>面>的每/个笑@点^不得不让+人#爱上stark 蛮不错的 有机会再多补补前面>的系列
333,333,1,作为美国队长内战的过渡 奥创的结局不应该这么平淡完满的啊 美队与Tony最后还能这么愉快 就不为下部铺垫点什么吗 反而千呼万唤灭霸终于出现在彩蛋里了 幻视也是日后一个举足轻重的角色 奥晨妹妹 Elizabeth Olsen 的猩红女巫造型太惊艳了 本来是很困了 看到奥妹又醒过来了,作为美国队长内战的过渡 奥创的结局不应该这么平淡完满的啊 美队与Tony最后还能这么愉快 就不为下部铺垫点什么吗 反而千呼万唤灭霸#终#于出#现-在%彩*蛋&里-了@ 幻^视^也+是-日-后一$个%举#足+轻@重-的角#色= 奥晨/妹@妹@ E#l|izabeth Ol|sen 的猩红女巫造型太惊艳了@ 本来是-很困了@ 看到奥妹@又醒过来了@
337,337,1,可能是错过开头的缘故 总感觉没有两个多小时 各种大熟脸 奥创声音想起来就特耳熟 听着听着才想起来是James Spader 不愧是在黑名单里屌炸天的红爹 笑点有但是不如第一部好玩 以及阿迪达斯的植入广告这么明显真的好么,母能!是cuoguo一>廾头#的緣gu 𠮦心感&觉没有两硌垛xiao时= 各%种$大=熟脸 奥创声音想起来就特耳熟 听着听着才想起来是James Spader 不愧是在黑名单里屌炸天%的红爹 笑点有但是不如第一>部好玩 以及阿迪达斯的植入广告这么明显真的好么
339,339,1,是不是看的时间太晚了 太困所以觉得不如一好看,是不/是看的时间大丶晚了 大丶kun所以觉得不/如一好看
341,341,1,Aaron Taylor Johnson从 海扁王 到 快银 的转变也太大了吧 完全是废柴变男神的节奏嘛,Aaron Taylor Johnson从 海扁王 到 快银* 的|转变=也%太#大&了&吧= 完!全是废柴变=男神的|节奏嘛
342,342,1,在漫威宇宙中 本作仅能算是承接之作 美队vs 钢铁侠的对手戏已经有了 内战 的伏笔 未来新成员 战争机器 和 猎鹰 目测都偏弱 另外 神盾特工局 对于大电影的补充和调度都非常重要 SE对电影的对接很完美,在氵曼戌女宇zhou口丨 笨怍亻又能-竹𥃲是=cheng接之|怍 美堆v!s> 钢<铁&侠的对手戏已经有了 内战 的伏笔 未来新成员 战争机器 和 猎鹰 目测都偏弱 另外 神盾特工局 对于大电影的补充和调度都非常重要 SE对电影的对接很完美
343,343,1,nan,nan
345,345,1,漫威 已专注下 蛋 七年 随着后续人物越来越多 电影本身就越发难以驾驭 这就是为什么这部相比第一部来讲 那些并不太熟悉漫威宇宙的观众感到无比困倦与厌烦,漫威 已專氵主玉 dan 七连 随zhe後虚任物越来越堕 电<影本身就越发难以驾驭 这就是为什么这部相比第一部来讲 那些并不太熟悉漫威宇宙的观众感到无比困倦与厌烦
349,349,1,寡姐换CP不开心,寡女且换CP不开xin
351,351,1,就 还 行 糖发的有点多 好笑也是蛮好笑的 有的地方要捧脸尖叫起来啦 olson长得有点像arrow的thea是怎么回事 我后面一排坐了好多漫威狗笑的好大声 复联可以玩一个bingo游戏 绿巨发疯 锤哥充电 等等如此,就 还 行 米唐发的有点多 好笑也是man好笑的 有的地>方要捧脸尖叫起来啦 olson长得有点像arrow的the^a是怎么回事 我后面>一*排#坐%了/好多漫/威|狗&笑的好大-声# 复-联>可以$玩一*个bingo游戏 绿巨发疯 锤哥充电 等等如此
